Image_ID,Degradation,AFLB,pt_path
N091,Noise,AFLB3,intermediates/noise/N091/aflb3.pt
N092,Noise,AFLB1,intermediates/noise/N092/aflb1.pt
N092,Noise,AFLB2,intermediates/noise/N092/aflb2.pt
N092,Noise,AFLB3,intermediates/noise/N092/aflb3.pt
N093,Noise,AFLB1,intermediates/noise/N093/aflb1.pt
N093,Noise,AFLB2,intermediates/noise/N093/aflb2.pt
N093,Noise,AFLB3,intermediates/noise/N093/aflb3.pt
N094,Noise,AFLB1,intermediates/noise/N094/aflb1.pt
N094,Noise,AFLB2,intermediates/noise/N094/aflb2.pt
N094,Noise,AFLB3,intermediates/noise/N094/aflb3.pt
N095,Noise,AFLB1,intermediates/noise/N095/aflb1.pt
N095,Noise,AFLB2,intermediates/noise/N095/aflb2.pt
N095,Noise,AFLB3,intermediates/noise/N095/aflb3.pt
N096,Noise,AFLB1,intermediates/noise/N096/aflb1.pt
N096,Noise,AFLB2,intermediates/noise/N096/aflb2.pt
N096,Noise,AFLB3,intermediates/noise/N096/aflb3.pt
N097,Noise,AFLB1,intermediates/noise/N097/aflb1.pt
N097,Noise,AFLB2,intermediates/noise/N097/aflb2.pt
N097,Noise,AFLB3,intermediates/noise/N097/aflb3.pt
N098,Noise,AFLB1,intermediates/noise/N098/aflb1.pt
N098,Noise,AFLB2,intermediates/noise/N098/aflb2.pt
N098,Noise,AFLB3,intermediates/noise/N098/aflb3.pt
N099,Noise,AFLB1,intermediates/noise/N099/aflb1.pt
N099,Noise,AFLB2,intermediates/noise/N099/aflb2.pt
N099,Noise,AFLB3,intermediates/noise/N099/aflb3.pt
N100,Noise,AFLB1,intermediates/noise/N100/aflb1.pt
N100,Noise,AFLB2,intermediates/noise/N100/aflb2.pt
N100,Noise,AFLB3,intermediates/noise/N100/aflb3.pt
