Image_ID,Degradation,Dataset,input_path,gt_path,noise_sigma
N054,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/271035.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/271035.jpg,25
N055,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/285079.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/285079.jpg,25
N056,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/291000.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/291000.jpg,25
N057,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/295087.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/295087.jpg,25
N058,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/296007.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/296007.jpg,25
N059,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/296059.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/296059.jpg,25
N060,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/299086.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/299086.jpg,25
N061,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/300091.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/300091.jpg,25
N062,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/302008.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/302008.jpg,25
N063,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/304034.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/304034.jpg,25
N064,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/304074.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/304074.jpg,25
N065,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/306005.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/306005.jpg,25
N066,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/3096.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/3096.jpg,25
N067,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/33039.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/33039.jpg,25
N068,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/351093.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/351093.jpg,25
N069,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101085.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101085.jpg,15
N070,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101087.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/101087.jpg,15
N071,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/102061.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/102061.jpg,15
N072,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/103070.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/103070.jpg,15
N073,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/105025.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/105025.jpg,15
N074,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/106024.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/106024.jpg,15
N075,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108005.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108005.jpg,15
N076,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108070.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108070.jpg,15
N077,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108082.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/108082.jpg,15
N078,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/109053.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/109053.jpg,15
N079,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/119082.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/119082.jpg,15
N080,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/12084.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/12084.jpg,15
N081,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/123074.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/123074.jpg,15
N082,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/126007.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/126007.jpg,15
N083,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/130026.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/130026.jpg,15
N084,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/134035.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/134035.jpg,15
N085,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/14037.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/14037.jpg,50
N086,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/143090.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/143090.jpg,50
N087,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/145086.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/145086.jpg,50
N088,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/147091.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/147091.jpg,50
N089,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148026.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148026.jpg,50
N090,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148089.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/148089.jpg,50
N091,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/157055.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/157055.jpg,50
N092,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/159008.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/159008.jpg,50
N093,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/160068.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/160068.jpg,50
N094,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/16077.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/16077.jpg,50
N095,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/163085.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/163085.jpg,50
N096,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167062.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167062.jpg,50
N097,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167083.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/167083.jpg,50
N098,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/170057.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/170057.jpg,50
N099,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175032.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175032.jpg,50
N100,Noise,BSD68,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175043.jpg,/home/minura/fyp-adair-distill/data/test/denoise/bsd68/175043.jpg,50
